raw_name,canonical_org,org_type,canonical_homepage_url,facility_name,facility_city,facility_state,facility_country,facility_url,notes
St. Charles Scrap,St. Charles Scrap,Scrap Yard,,,,,US,,
Downstate,Downstate,Unknown,,,,,US,,
Peoria Scrap,Peoria Scrap,Scrap Yard,,,,,US,,
Behr Peoria,Behr Peoria,Unknown,,,,,US,,
Galesburg Iron & Metal,Galesburg Iron & Metal,Scrap Yard,,,,,US,,
Sterling Iron & Metal,Sterling Iron & Metal,Scrap Yard,,,,,US,,
Rock Island Recycling,Rock Island Recycling,Scrap Yard,,,,,US,,
Quad City Metal,Quad City Metal,Scrap Yard,,,,,US,,
Kankakee Recycling,Kankakee Recycling,Scrap Yard,,,,,US,,
Springfield Iron & Metal,Springfield Iron & Metal,Scrap Yard,,,,,US,,
Alton Materials,Alton Materials,Unknown,,,,,US,,
Belleville Metals,Belleville Metals,Scrap Yard,,,,,US,,
Collinsville Metals,Collinsville Metals,Scrap Yard,,,,,US,,
Edwardsville Scrap,Edwardsville Scrap,Scrap Yard,,,,,US,,
Macomb Iron & Metal,Macomb Iron & Metal,Scrap Yard,,,,,US,,
Jacksonville Scrap,Jacksonville Scrap,Scrap Yard,,,,,US,,
Will County Metals,Will County Metals,Scrap Yard,,,,,US,,
Joliet Iron & Metal,Joliet Iron & Metal,Scrap Yard,,,,,US,,
Princeton Scrap,Princeton Scrap,Scrap Yard,,,,,US,,
LaSalle Scrap,LaSalle Scrap,Scrap Yard,,,,,US,,
Ottawa Scrap,Ottawa Scrap,Scrap Yard,,,,,US,,
OHIO SCRAP YARD LIST,OHIO SCRAP YARD LIST,Scrap Yard,,,,,US,,
"(huge state, trimmed to majors + regionals)","(huge state, trimmed to majors + regionals)",Unknown,,,,,US,,
PSC Metals,PSC Metals,Scrap Yard,https://www.pscmetals.com/,,,,US,,
OmniSource,"OmniSource, LLC",Scrap Yard,https://www.omnisource.com/,,,,US,,
Cohen Recycling,Cohen Recycling,Scrap Yard,https://www.cohenusa.com/,,,,US,,
SA Recycling (Cleveland),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(Cleveland),,,US,,
Metalico (Youngstown / Warren),"Metalico, Inc.",Scrap Yard,https://www.metalico.com/,,,,US,,
Sims Brothers,Sims Brothers,Unknown,,,,,US,,
Garden Street Iron & Metal,Garden Street Iron & Metal,Scrap Yard,,,,,US,,
IHS Metal Recycling,IHS Metal Recycling,Scrap Yard,,,,,US,,
Round Bottom Recycling,Round Bottom Recycling,Scrap Yard,,,,,US,,
Niles Iron & Metal,Niles Iron & Metal,Scrap Yard,,,,,US,,
Friction Metals,Friction Metals,Scrap Yard,,,,,US,,
Milliron Recycling,Milliron Recycling,Scrap Yard,,,,,US,,
Crispin Iron & Metal,Crispin Iron & Metal,Scrap Yard,,,,,US,,
Akron Metal Recycling,Akron Metal Recycling,Scrap Yard,,,,,US,,
Canton Metal Recycling,Canton Metal Recycling,Scrap Yard,,,,,US,,
Cleveland Industrial Metals,Cleveland Industrial Metals,Scrap Yard,,,,,US,,
Cleveland Metal Exchange,Cleveland Metal Exchange,Scrap Yard,,,,,US,,
Union Iron & Metal,Union Iron & Metal,Scrap Yard,,,,,US,,
West Side Metals,West Side Metals,Scrap Yard,,,,,US,,
River Recycling,River Recycling,Scrap Yard,,,,,US,,
Bedford Heights Scrap,Bedford Heights Scrap,Scrap Yard,,,,,US,,
Strongsville Metals,Strongsville Metals,Scrap Yard,,,,,US,,
Solon Metals,Solon Metals,Scrap Yard,,,,,US,,
Euclid Dille Rd Metals,Euclid Dille Rd Metals,Scrap Yard,,,,,US,,
East 55th Metals,East 55th Metals,Scrap Yard,,,,,US,,
Ross Brothers,Ross Brothers,Unknown,,,,,US,,
Buckeye Recycling,Buckeye Recycling,Scrap Yard,,,,,US,,
Miami Valley Recycling,Miami Valley Recycling,Scrap Yard,,,,,US,,
New World Recycling,New World Recycling,Scrap Yard,,,,,US,,
Metal Conversions,Metal Conversions,Scrap Yard,,,,,US,,
Compton Recycling,Compton Recycling,Scrap Yard,,,,,US,,
Girard Metals,Girard Metals,Scrap Yard,,,,,US,,
KENTUCKY SCRAP YARD LIST,KENTUCKY SCRAP YARD LIST,Scrap Yard,,,,,US,,
River Metals (RMR) — multiple,River Metals (RMR) — multiple,Scrap Yard,,,,,US,,
Cohen Recycling — multiple,Cohen Recycling — multiple,Scrap Yard,,,,,US,,
Mansbach Metal,Mansbach Metal,Scrap Yard,,,,,US,,
Freedom Metals,Freedom Metals,Scrap Yard,,,,,US,,
Pellville Salvage,Pellville Salvage,Unknown,,,,,US,,
Owensboro Recycling,Owensboro Recycling,Scrap Yard,,,,,US,,
Jasper Recycling,Jasper Recycling,Scrap Yard,,,,,US,,
Greer’s,Greer’s,Unknown,,,,,US,,
SA Recycling — Bowling Green,SA Recycling,Scrap Yard,https://www.sarecycling.com/,— Bowling Green,,,US,,
SA Recycling — Owensboro,SA Recycling,Scrap Yard,https://www.sarecycling.com/,— Owensboro,,,US,,
Hartford Recycling,Hartford Recycling,Scrap Yard,,,,,US,,
Murray Recycling,Murray Recycling,Scrap Yard,,,,,US,,
Somerset Scrap,Somerset Scrap,Scrap Yard,,,,,US,,
Ashland Scrap,Ashland Scrap,Scrap Yard,,,,,US,,
Danville Scrap,Danville Scrap,Scrap Yard,,,,,US,,
Glasgow Scrap,Glasgow Scrap,Scrap Yard,,,,,US,,
Blue Grass Recycling,Blue Grass Recycling,Scrap Yard,,,,,US,,
Waddell’s Auto & Scrap,Waddell’s Auto & Scrap,Scrap Yard,,,,,US,,
Derby City Recycling,Derby City Recycling,Scrap Yard,,,,,US,,
Eastern Kentucky Recycling,Eastern Kentucky Recycling,Scrap Yard,,,,,US,,
Hardinsburg Metals,Hardinsburg Metals,Scrap Yard,,,,,US,,
Multi Metal Recycling,Multi Metal Recycling,Scrap Yard,,,,,US,,
MICHIGAN SCRAP YARDS,MICHIGAN SCRAP YARDS,Scrap Yard,,,,,US,,
PADNOS,PADNOS,Scrap Yard,https://www.padnos.com/,,,,US,,
GLR Advanced Recycling,GLR Advanced Recycling,Scrap Yard,https://www.glradvanced.com/,,,,US,,
Ferrous Processing & Trading (FPT),Ferrous Processing & Trading (FPT),Unknown,https://www.ferrousprocessing.com/,,,,US,,
Schupan,Schupan,Unknown,https://www.schupan.com/,,,,US,,
Huron Valley Steel,Huron Valley Steel,Scrap Yard,https://www.hvss.net/,,,,US,,
Fritz Enterprises,Fritz Enterprises,Unknown,,,,,US,,
Kimmel Scrap,Kimmel Scrap,Scrap Yard,,,,,US,,
McNichols Scrap,McNichols Scrap,Scrap Yard,,,,,US,,
Sikora Metals,Sikora Metals,Scrap Yard,,,,,US,,
Winston Brothers,Winston Brothers,Unknown,,,,,US,,
Strong Steel Products,Strong Steel Products,Unknown,,,,,US,,
GT Scrap,GT Scrap,Scrap Yard,,,,,US,,
Beacon Recycling,Beacon Recycling,Scrap Yard,,,,,US,,
Grand Rapids Iron & Metal,Grand Rapids Iron & Metal,Scrap Yard,,,,,US,,
SLC Recycling,SLC Recycling,Scrap Yard,,,,,US,,
West Side Iron & Metal,West Side Iron & Metal,Scrap Yard,,,,,US,,
Hi-Way Auto (FPT),Hi-Way Auto (FPT),Unknown,,Way Auto (FPT),,,US,,
Milford Salvage,Milford Salvage,Unknown,,,,,US,,
Armock’s Auto,Armock’s Auto,Unknown,,,,,US,,
Neumann’s Salvage,Neumann’s Salvage,Unknown,,,,,US,,
R. & M. Recycling,R. & M. Recycling,Scrap Yard,,,,,US,,
Estelle Auto Parts — metals,Estelle Auto Parts — metals,Scrap Yard,,,,,US,,
Monroe Scrap,Monroe Scrap,Scrap Yard,,,,,US,,
Trent Metals,Trent Metals,Scrap Yard,,,,,US,,
